camara_comercio,ciiu2,empresas_activas
ABURRA SUR,01,675
ABURRA SUR,02,82
ABURRA SUR,03,11
ABURRA SUR,05,16
ABURRA SUR,06,1
ABURRA SUR,07,57
ABURRA SUR,08,31
ABURRA SUR,09,21
ABURRA SUR,10,1784
ABURRA SUR,11,73
ABURRA SUR,13,651
ABURRA SUR,14,1368
ABURRA SUR,15,194
ABURRA SUR,16,286
ABURRA SUR,17,68
ABURRA SUR,18,232
ABURRA SUR,19,16
ABURRA SUR,20,416
ABURRA SUR,21,39
ABURRA SUR,22,382
ABURRA SUR,23,164
ABURRA SUR,24,137
ABURRA SUR,25,559
ABURRA SUR,26,26
ABURRA SUR,27,65
ABURRA SUR,28,218
ABURRA SUR,29,80
ABURRA SUR,30,11
ABURRA SUR,31,383
ABURRA SUR,32,384
ABURRA SUR,33,486
ABURRA SUR,35,59
ABURRA SUR,36,43
ABURRA SUR,37,7
ABURRA SUR,38,155
ABURRA SUR,39,29
ABURRA SUR,41,867
ABURRA SUR,42,677
ABURRA SUR,43,1116
ABURRA SUR,45,1512
ABURRA SUR,46,4252
ABURRA SUR,47,11430
ABURRA SUR,49,885
ABURRA SUR,50,3
ABURRA SUR,51,5
ABURRA SUR,52,487
ABURRA SUR,53,171
ABURRA SUR,55,264
ABURRA SUR,56,4863
ABURRA SUR,58,93
ABURRA SUR,59,89
ABURRA SUR,60,23
ABURRA SUR,61,171
ABURRA SUR,62,895
ABURRA SUR,63,167
ABURRA SUR,64,222
ABURRA SUR,65,36
ABURRA SUR,66,491
ABURRA SUR,68,2518
ABURRA SUR,69,491
ABURRA SUR,70,1363
ABURRA SUR,71,778
ABURRA SUR,72,66
ABURRA SUR,73,599
ABURRA SUR,74,585
ABURRA SUR,75,185
ABURRA SUR,77,289
ABURRA SUR,78,48
ABURRA SUR,79,528
ABURRA SUR,80,74
ABURRA SUR,81,268
ABURRA SUR,82,1097
ABURRA SUR,84,62
ABURRA SUR,85,626
ABURRA SUR,86,681
ABURRA SUR,87,58
ABURRA SUR,88,88
ABURRA SUR,90,317
ABURRA SUR,91,11
ABURRA SUR,92,192
ABURRA SUR,93,329
ABURRA SUR,94,1167
ABURRA SUR,95,373
ABURRA SUR,96,2289
ABURRA SUR,98,6
ABURRA SUR,99,1995
ABURRA SUR,na,40
AGUACHICA,01,572
AGUACHICA,02,20
AGUACHICA,03,34
AGUACHICA,05,1
AGUACHICA,06,1
AGUACHICA,07,242
AGUACHICA,08,24
AGUACHICA,09,39
AGUACHICA,10,339
AGUACHICA,11,50
AGUACHICA,13,16
AGUACHICA,14,142
AGUACHICA,15,18
AGUACHICA,16,65
AGUACHICA,17,2
AGUACHICA,18,29
AGUACHICA,19,3
AGUACHICA,20,54
AGUACHICA,21,2
AGUACHICA,22,5
AGUACHICA,23,38
AGUACHICA,24,13
AGUACHICA,25,198
AGUACHICA,26,2
AGUACHICA,27,2
AGUACHICA,28,6
AGUACHICA,29,6
AGUACHICA,31,63
AGUACHICA,32,33
AGUACHICA,33,232
AGUACHICA,35,17
AGUACHICA,36,56
AGUACHICA,37,8
AGUACHICA,38,98
AGUACHICA,39,26
AGUACHICA,41,141
AGUACHICA,42,365
AGUACHICA,43,264
AGUACHICA,45,990
AGUACHICA,46,812
AGUACHICA,47,6171
AGUACHICA,49,404
AGUACHICA,50,38
AGUACHICA,51,1
AGUACHICA,52,88
AGUACHICA,53,70
AGUACHICA,55,352
AGUACHICA,56,1822
AGUACHICA,58,10
AGUACHICA,59,14
AGUACHICA,60,18
AGUACHICA,61,168
AGUACHICA,62,42
AGUACHICA,63,13
AGUACHICA,64,23
AGUACHICA,65,11
AGUACHICA,66,40
AGUACHICA,68,98
AGUACHICA,69,81
AGUACHICA,70,85
AGUACHICA,71,250
AGUACHICA,72,4
AGUACHICA,73,102
AGUACHICA,74,56
AGUACHICA,75,15
AGUACHICA,77,147
AGUACHICA,78,23
AGUACHICA,79,22
AGUACHICA,80,44
AGUACHICA,81,38
AGUACHICA,82,188
AGUACHICA,84,6
AGUACHICA,85,63
AGUACHICA,86,180
AGUACHICA,87,10
AGUACHICA,88,21
AGUACHICA,90,45
AGUACHICA,92,48
AGUACHICA,93,401
AGUACHICA,94,2612
AGUACHICA,95,160
AGUACHICA,96,371
AGUACHICA,97,1
AGUACHICA,99,992
AGUACHICA,na,8
AMAZONAS,01,125
AMAZONAS,02,13
AMAZONAS,03,35
AMAZONAS,08,2
AMAZONAS,09,5
AMAZONAS,10,139
AMAZONAS,11,11
AMAZONAS,13,7
AMAZONAS,14,31
AMAZONAS,15,1
AMAZONAS,16,58
AMAZONAS,17,2
AMAZONAS,18,8
AMAZONAS,20,13
AMAZONAS,21,4
AMAZONAS,22,2
AMAZONAS,23,2
AMAZONAS,24,1
AMAZONAS,25,16
AMAZONAS,26,3
AMAZONAS,28,1
AMAZONAS,29,1
AMAZONAS,31,5
AMAZONAS,32,13
AMAZONAS,33,26
AMAZONAS,35,8
AMAZONAS,36,14
AMAZONAS,37,1
AMAZONAS,38,13
AMAZONAS,39,5
AMAZONAS,41,46
AMAZONAS,42,68
AMAZONAS,43,76
AMAZONAS,45,94
AMAZONAS,46,428
AMAZONAS,47,1321
AMAZONAS,49,70
AMAZONAS,50,99
AMAZONAS,51,14
AMAZONAS,52,20
AMAZONAS,53,17
AMAZONAS,55,218
AMAZONAS,56,565
AMAZONAS,58,2
AMAZONAS,59,8
AMAZONAS,60,4
AMAZONAS,61,56
AMAZONAS,62,20
AMAZONAS,63,7
AMAZONAS,64,8
AMAZONAS,65,2
AMAZONAS,66,78
AMAZONAS,68,79
AMAZONAS,69,27
AMAZONAS,70,47
AMAZONAS,71,54
AMAZONAS,72,4
AMAZONAS,73,44
AMAZONAS,74,31
AMAZONAS,75,9
AMAZONAS,77,28
AMAZONAS,78,5
AMAZONAS,79,296
AMAZONAS,80,25
AMAZONAS,81,22
AMAZONAS,82,45
AMAZONAS,84,5
AMAZONAS,85,56
AMAZONAS,86,114
AMAZONAS,87,3
AMAZONAS,88,5
AMAZONAS,90,26
AMAZONAS,91,10
AMAZONAS,92,13
AMAZONAS,93,27
AMAZONAS,94,289
AMAZONAS,95,34
AMAZONAS,96,236
AMAZONAS,99,297
AMAZONAS,na,24
ARAUCA,01,247
ARAUCA,02,11
ARAUCA,03,25
ARAUCA,06,1
ARAUCA,08,13
ARAUCA,09,4
ARAUCA,10,209
ARAUCA,11,9
ARAUCA,12,4
ARAUCA,13,22
ARAUCA,14,54
ARAUCA,15,26
ARAUCA,16,16
ARAUCA,17,2
ARAUCA,18,8
ARAUCA,20,21
ARAUCA,22,4
ARAUCA,23,11
ARAUCA,24,8
ARAUCA,25,51
ARAUCA,27,2
ARAUCA,28,8
ARAUCA,31,12
ARAUCA,32,16
ARAUCA,33,65
ARAUCA,35,15
ARAUCA,36,8
ARAUCA,37,1
ARAUCA,38,22
ARAUCA,39,14
ARAUCA,41,90
ARAUCA,42,352
ARAUCA,43,129
ARAUCA,45,254
ARAUCA,46,452
ARAUCA,47,1944
ARAUCA,49,88
ARAUCA,50,4
ARAUCA,51,6
ARAUCA,52,21
ARAUCA,53,38
ARAUCA,55,76
ARAUCA,56,684
ARAUCA,58,10
ARAUCA,59,6
ARAUCA,60,10
ARAUCA,61,87
ARAUCA,62,30
ARAUCA,63,8
ARAUCA,64,8
ARAUCA,65,6
ARAUCA,66,69
ARAUCA,68,44
ARAUCA,69,67
ARAUCA,70,120
ARAUCA,71,171
ARAUCA,72,18
ARAUCA,73,90
ARAUCA,74,33
ARAUCA,75,30
ARAUCA,77,44
ARAUCA,78,20
ARAUCA,79,37
ARAUCA,80,20
ARAUCA,81,32
ARAUCA,82,102
ARAUCA,84,22
ARAUCA,85,110
ARAUCA,86,134
ARAUCA,87,5
ARAUCA,88,9
ARAUCA,90,49
ARAUCA,91,2
ARAUCA,92,18
ARAUCA,93,55
ARAUCA,94,503
ARAUCA,95,71
ARAUCA,96,178
ARAUCA,99,813
ARAUCA,na,16
ARMENIA,01,775
ARMENIA,02,42
ARMENIA,03,17
ARMENIA,05,1
ARMENIA,07,9
ARMENIA,08,20
ARMENIA,09,5
ARMENIA,10,1155
ARMENIA,11,73
ARMENIA,13,79
ARMENIA,14,373
ARMENIA,15,107
ARMENIA,16,183
ARMENIA,17,13
ARMENIA,18,97
ARMENIA,19,4
ARMENIA,20,116
ARMENIA,21,19
ARMENIA,22,46
ARMENIA,23,69
ARMENIA,24,38
ARMENIA,25,261
ARMENIA,26,12
ARMENIA,27,11
ARMENIA,28,51
ARMENIA,29,23
ARMENIA,30,7
ARMENIA,31,197
ARMENIA,32,163
ARMENIA,33,190
ARMENIA,35,34
ARMENIA,36,19
ARMENIA,37,14
ARMENIA,38,160
ARMENIA,39,16
ARMENIA,41,1059
ARMENIA,42,379
ARMENIA,43,769
ARMENIA,45,1450
ARMENIA,46,1656
ARMENIA,47,11119
ARMENIA,49,391
ARMENIA,50,3
ARMENIA,51,3
ARMENIA,52,489
ARMENIA,53,106
ARMENIA,55,2146
ARMENIA,56,4516
ARMENIA,58,57
ARMENIA,59,54
ARMENIA,60,23
ARMENIA,61,198
ARMENIA,62,336
ARMENIA,63,94
ARMENIA,64,59
ARMENIA,65,133
ARMENIA,66,502
ARMENIA,68,906
ARMENIA,69,264
ARMENIA,70,434
ARMENIA,71,458
ARMENIA,72,31
ARMENIA,73,430
ARMENIA,74,186
ARMENIA,75,64
ARMENIA,77,138
ARMENIA,78,49
ARMENIA,79,706
ARMENIA,80,92
ARMENIA,81,180
ARMENIA,82,508
ARMENIA,84,44
ARMENIA,85,271
ARMENIA,86,453
ARMENIA,87,36
ARMENIA,88,16
ARMENIA,90,129
ARMENIA,91,9
ARMENIA,92,126
ARMENIA,93,497
ARMENIA,94,2979
ARMENIA,95,337
ARMENIA,96,1587
ARMENIA,98,1
ARMENIA,99,1748
ARMENIA,na,31
BARRANCABERMEJA,01,805
BARRANCABERMEJA,02,28
BARRANCABERMEJA,03,48
BARRANCABERMEJA,05,23
BARRANCABERMEJA,06,3
BARRANCABERMEJA,07,6
BARRANCABERMEJA,08,53
BARRANCABERMEJA,09,34
BARRANCABERMEJA,10,672
BARRANCABERMEJA,11,54
BARRANCABERMEJA,13,27
BARRANCABERMEJA,14,147
BARRANCABERMEJA,15,15
BARRANCABERMEJA,16,147
BARRANCABERMEJA,17,3
BARRANCABERMEJA,18,32
BARRANCABERMEJA,19,39
BARRANCABERMEJA,20,82
BARRANCABERMEJA,21,2
BARRANCABERMEJA,22,16
BARRANCABERMEJA,23,59
BARRANCABERMEJA,24,9
BARRANCABERMEJA,25,313
BARRANCABERMEJA,26,7
BARRANCABERMEJA,27,4
BARRANCABERMEJA,28,25
BARRANCABERMEJA,29,14
BARRANCABERMEJA,30,4
BARRANCABERMEJA,31,54
BARRANCABERMEJA,32,38
BARRANCABERMEJA,33,423
BARRANCABERMEJA,35,54
BARRANCABERMEJA,36,47
BARRANCABERMEJA,37,8
BARRANCABERMEJA,38,151
BARRANCABERMEJA,39,63
BARRANCABERMEJA,41,389
BARRANCABERMEJA,42,1235
BARRANCABERMEJA,43,513
BARRANCABERMEJA,45,1099
BARRANCABERMEJA,46,1042
BARRANCABERMEJA,47,6492
BARRANCABERMEJA,49,702
BARRANCABERMEJA,50,48
BARRANCABERMEJA,51,2
BARRANCABERMEJA,52,123
BARRANCABERMEJA,53,111
BARRANCABERMEJA,55,421
BARRANCABERMEJA,56,2392
BARRANCABERMEJA,58,16
BARRANCABERMEJA,59,24
BARRANCABERMEJA,60,13
BARRANCABERMEJA,61,238
BARRANCABERMEJA,62,81
BARRANCABERMEJA,63,27
BARRANCABERMEJA,64,51
BARRANCABERMEJA,65,54
BARRANCABERMEJA,66,161
BARRANCABERMEJA,68,164
BARRANCABERMEJA,69,152
BARRANCABERMEJA,70,398
BARRANCABERMEJA,71,506
BARRANCABERMEJA,72,12
BARRANCABERMEJA,73,191
BARRANCABERMEJA,74,135
BARRANCABERMEJA,75,76
BARRANCABERMEJA,77,416
BARRANCABERMEJA,78,46
BARRANCABERMEJA,79,142
BARRANCABERMEJA,80,43
BARRANCABERMEJA,81,161
BARRANCABERMEJA,82,203
BARRANCABERMEJA,84,29
BARRANCABERMEJA,85,240
BARRANCABERMEJA,86,409
BARRANCABERMEJA,87,10
BARRANCABERMEJA,88,14
BARRANCABERMEJA,90,71
BARRANCABERMEJA,91,3
BARRANCABERMEJA,92,83
BARRANCABERMEJA,93,206
BARRANCABERMEJA,94,4083
BARRANCABERMEJA,95,161
BARRANCABERMEJA,96,487
BARRANCABERMEJA,99,678
BARRANCABERMEJA,na,7
BARRANQUILLA,01,3519
BARRANQUILLA,02,112
BARRANQUILLA,03,311
BARRANQUILLA,05,60
BARRANQUILLA,06,16
BARRANQUILLA,07,54
BARRANQUILLA,08,204
BARRANQUILLA,09,57
BARRANQUILLA,10,3973
BARRANQUILLA,11,209
BARRANQUILLA,12,1
BARRANQUILLA,13,527
BARRANQUILLA,14,3473
BARRANQUILLA,15,682
BARRANQUILLA,16,863
BARRANQUILLA,17,135
BARRANQUILLA,18,877
BARRANQUILLA,19,57
BARRANQUILLA,20,783
BARRANQUILLA,21,217
BARRANQUILLA,22,482
BARRANQUILLA,23,454
BARRANQUILLA,24,299
BARRANQUILLA,25,1996
BARRANQUILLA,26,121
BARRANQUILLA,27,190
BARRANQUILLA,28,299
BARRANQUILLA,29,217
BARRANQUILLA,30,105
BARRANQUILLA,31,1260
BARRANQUILLA,32,681
BARRANQUILLA,33,3070
BARRANQUILLA,35,389
BARRANQUILLA,36,111
BARRANQUILLA,37,49
BARRANQUILLA,38,1113
BARRANQUILLA,39,180
BARRANQUILLA,41,3615
BARRANQUILLA,42,5284
BARRANQUILLA,43,5549
BARRANQUILLA,45,7006
BARRANQUILLA,46,17897
BARRANQUILLA,47,48504
BARRANQUILLA,49,4048
BARRANQUILLA,50,179
BARRANQUILLA,51,58
BARRANQUILLA,52,1531
BARRANQUILLA,53,598
BARRANQUILLA,55,1119
BARRANQUILLA,56,11727
BARRANQUILLA,58,341
BARRANQUILLA,59,463
BARRANQUILLA,60,322
BARRANQUILLA,61,1400
BARRANQUILLA,62,2228
BARRANQUILLA,63,407
BARRANQUILLA,64,1933
BARRANQUILLA,65,495
BARRANQUILLA,66,3242
BARRANQUILLA,68,6891
BARRANQUILLA,69,3311
BARRANQUILLA,70,4946
BARRANQUILLA,71,3309
BARRANQUILLA,72,188
BARRANQUILLA,73,2348
BARRANQUILLA,74,2244
BARRANQUILLA,75,269
BARRANQUILLA,77,1172
BARRANQUILLA,78,843
BARRANQUILLA,79,789
BARRANQUILLA,80,522
BARRANQUILLA,81,959
BARRANQUILLA,82,4578
BARRANQUILLA,84,273
BARRANQUILLA,85,2696
BARRANQUILLA,86,4778
BARRANQUILLA,87,131
BARRANQUILLA,88,208
BARRANQUILLA,90,1248
BARRANQUILLA,91,69
BARRANQUILLA,92,722
BARRANQUILLA,93,1202
BARRANQUILLA,94,13628
BARRANQUILLA,95,1109
BARRANQUILLA,96,5218
BARRANQUILLA,97,18
BARRANQUILLA,98,11
BARRANQUILLA,99,6912
BARRANQUILLA,na,17
BOGOTA,00,14504
BOGOTA,01,14933
BOGOTA,02,730
BOGOTA,03,289
BOGOTA,05,1411
BOGOTA,06,258
BOGOTA,07,642
BOGOTA,08,1760
BOGOTA,09,1351
BOGOTA,10,27518
BOGOTA,11,1169
BOGOTA,12,5
BOGOTA,13,5692
BOGOTA,14,21483
BOGOTA,15,5864
BOGOTA,16,3631
BOGOTA,17,1147
BOGOTA,18,6865
BOGOTA,19,339
BOGOTA,20,5489
BOGOTA,21,1478
BOGOTA,22,4407
BOGOTA,23,1986
BOGOTA,24,1779
BOGOTA,25,9050
BOGOTA,26,710
BOGOTA,27,1422
BOGOTA,28,3110
BOGOTA,29,2458
BOGOTA,30,365
BOGOTA,31,7648
BOGOTA,32,6361
BOGOTA,33,10045
BOGOTA,35,1868
BOGOTA,36,887
BOGOTA,37,224
BOGOTA,38,5512
BOGOTA,39,923
BOGOTA,41,19280
BOGOTA,42,17214
BOGOTA,43,27012
BOGOTA,45,40135
BOGOTA,46,77822
BOGOTA,47,216087
BOGOTA,49,21391
BOGOTA,50,186
BOGOTA,51,644
BOGOTA,52,7842
BOGOTA,53,3392
BOGOTA,55,5152
BOGOTA,56,79591
BOGOTA,58,2927
BOGOTA,59,4281
BOGOTA,60,525
BOGOTA,61,8264
BOGOTA,62,21799
BOGOTA,63,4089
BOGOTA,64,5141
BOGOTA,65,1724
BOGOTA,66,15692
BOGOTA,68,41130
BOGOTA,69,23075
BOGOTA,70,36312
BOGOTA,71,23234
BOGOTA,72,2605
BOGOTA,73,19683
BOGOTA,74,14876
BOGOTA,75,3018
BOGOTA,77,5508
BOGOTA,78,3286
BOGOTA,79,7363
BOGOTA,80,4009
BOGOTA,81,5636
BOGOTA,82,32315
BOGOTA,84,1164
BOGOTA,85,16643
BOGOTA,86,19650
BOGOTA,87,1323
BOGOTA,88,1628
BOGOTA,90,8826
BOGOTA,91,518
BOGOTA,92,2279
BOGOTA,93,6913
BOGOTA,94,31498
BOGOTA,95,8315
BOGOTA,96,32023
BOGOTA,97,101
BOGOTA,98,50
BOGOTA,99,4541
BOGOTA,A0,2
BOGOTA,C1,2
BOGOTA,D1,5
BOGOTA,D2,3
BOGOTA,D3,1
BOGOTA,E4,1
BOGOTA,F4,8
BOGOTA,G5,15
BOGOTA,H5,5
BOGOTA,I6,5
BOGOTA,J6,2
BOGOTA,K7,13
BOGOTA,M8,2
BOGOTA,N8,1
BOGOTA,O9,4
BOGOTA,na,71953
BUCARAMANGA,01,3789
BUCARAMANGA,02,117
BUCARAMANGA,03,81
BUCARAMANGA,05,42
BUCARAMANGA,06,2
BUCARAMANGA,07,186
BUCARAMANGA,08,203
BUCARAMANGA,09,82
BUCARAMANGA,10,4320
BUCARAMANGA,11,178
BUCARAMANGA,12,134
BUCARAMANGA,13,547
BUCARAMANGA,14,2626
BUCARAMANGA,15,2151
BUCARAMANGA,16,560
BUCARAMANGA,17,80
BUCARAMANGA,18,388
BUCARAMANGA,19,42
BUCARAMANGA,20,503
BUCARAMANGA,21,65
BUCARAMANGA,22,218
BUCARAMANGA,23,350
BUCARAMANGA,24,179
BUCARAMANGA,25,1129
BUCARAMANGA,26,74
BUCARAMANGA,27,103
BUCARAMANGA,28,295
BUCARAMANGA,29,262
BUCARAMANGA,30,21
BUCARAMANGA,31,818
BUCARAMANGA,32,921
BUCARAMANGA,33,1406
BUCARAMANGA,35,260
BUCARAMANGA,36,659
BUCARAMANGA,37,24
BUCARAMANGA,38,542
BUCARAMANGA,39,130
BUCARAMANGA,41,2677
BUCARAMANGA,42,2924
BUCARAMANGA,43,3309
BUCARAMANGA,45,6029
BUCARAMANGA,46,8006
BUCARAMANGA,47,42217
BUCARAMANGA,49,2117
BUCARAMANGA,50,27
BUCARAMANGA,51,17
BUCARAMANGA,52,1027
BUCARAMANGA,53,1111
BUCARAMANGA,55,1757
BUCARAMANGA,56,11515
BUCARAMANGA,58,180
BUCARAMANGA,59,184
BUCARAMANGA,60,97
BUCARAMANGA,61,898
BUCARAMANGA,62,1143
BUCARAMANGA,63,269
BUCARAMANGA,64,520
BUCARAMANGA,65,182
BUCARAMANGA,66,2600
BUCARAMANGA,68,2749
BUCARAMANGA,69,1816
BUCARAMANGA,70,2323
BUCARAMANGA,71,3392
BUCARAMANGA,72,254
BUCARAMANGA,73,1552
BUCARAMANGA,74,1109
BUCARAMANGA,75,430
BUCARAMANGA,77,754
BUCARAMANGA,78,295
BUCARAMANGA,79,1176
BUCARAMANGA,80,436
BUCARAMANGA,81,711
BUCARAMANGA,82,2064
BUCARAMANGA,84,171
BUCARAMANGA,85,1737
BUCARAMANGA,86,2409
BUCARAMANGA,87,203
BUCARAMANGA,88,293
BUCARAMANGA,90,823
BUCARAMANGA,91,44
BUCARAMANGA,92,343
BUCARAMANGA,93,1190
BUCARAMANGA,94,8695
BUCARAMANGA,95,1200
BUCARAMANGA,96,4306
BUCARAMANGA,97,12
BUCARAMANGA,98,2
BUCARAMANGA,99,3859
BUCARAMANGA,O9,1
BUCARAMANGA,na,11
BUENAVENTURA,01,77
BUENAVENTURA,02,82
BUENAVENTURA,03,116
BUENAVENTURA,05,1
BUENAVENTURA,07,13
BUENAVENTURA,08,47
BUENAVENTURA,10,262
BUENAVENTURA,11,101
BUENAVENTURA,13,50
BUENAVENTURA,14,84
BUENAVENTURA,15,8
BUENAVENTURA,16,140
BUENAVENTURA,17,1
BUENAVENTURA,18,31
BUENAVENTURA,19,2
BUENAVENTURA,20,45
BUENAVENTURA,21,5
BUENAVENTURA,22,9
BUENAVENTURA,23,18
BUENAVENTURA,24,5
BUENAVENTURA,25,100
BUENAVENTURA,26,3
BUENAVENTURA,27,3
BUENAVENTURA,28,14
BUENAVENTURA,29,4
BUENAVENTURA,30,49
BUENAVENTURA,31,50
BUENAVENTURA,32,44
BUENAVENTURA,33,141
BUENAVENTURA,35,23
BUENAVENTURA,36,5
BUENAVENTURA,37,3
BUENAVENTURA,38,64
BUENAVENTURA,39,12
BUENAVENTURA,41,126
BUENAVENTURA,42,250
BUENAVENTURA,43,174
BUENAVENTURA,45,415
BUENAVENTURA,46,734
BUENAVENTURA,47,4267
BUENAVENTURA,49,268
BUENAVENTURA,50,262
BUENAVENTURA,51,14
BUENAVENTURA,52,1033
BUENAVENTURA,53,50
BUENAVENTURA,55,260
BUENAVENTURA,56,944
BUENAVENTURA,58,22
BUENAVENTURA,59,13
BUENAVENTURA,60,9
BUENAVENTURA,61,130
BUENAVENTURA,62,76
BUENAVENTURA,63,63
BUENAVENTURA,64,57
BUENAVENTURA,65,39
BUENAVENTURA,66,94
BUENAVENTURA,68,149
BUENAVENTURA,69,100
BUENAVENTURA,70,342
BUENAVENTURA,71,369
BUENAVENTURA,72,15
BUENAVENTURA,73,124
BUENAVENTURA,74,69
BUENAVENTURA,75,11
BUENAVENTURA,77,53
BUENAVENTURA,78,52
BUENAVENTURA,79,177
BUENAVENTURA,80,52
BUENAVENTURA,81,82
BUENAVENTURA,82,159
BUENAVENTURA,84,15
BUENAVENTURA,85,316
BUENAVENTURA,86,227
BUENAVENTURA,87,5
BUENAVENTURA,88,4
BUENAVENTURA,90,51
BUENAVENTURA,91,5
BUENAVENTURA,92,46
BUENAVENTURA,93,102
BUENAVENTURA,94,2429
BUENAVENTURA,95,118
BUENAVENTURA,96,524
BUENAVENTURA,97,3
BUENAVENTURA,99,426
BUENAVENTURA,D1,1
BUENAVENTURA,G5,5
BUENAVENTURA,na,10
BUGA,00,2
BUGA,01,608
BUGA,02,40
BUGA,03,28
BUGA,05,1
BUGA,07,10
BUGA,08,21
BUGA,10,534
BUGA,11,66
BUGA,12,3
BUGA,13,98
BUGA,14,165
BUGA,15,49
BUGA,16,89
BUGA,17,3
BUGA,18,35
BUGA,19,7
BUGA,20,68
BUGA,21,10
BUGA,22,19
BUGA,23,39
BUGA,24,7
BUGA,25,114
BUGA,26,6
BUGA,27,8
BUGA,28,22
BUGA,29,11
BUGA,30,17
BUGA,31,60
BUGA,32,89
BUGA,33,172
BUGA,35,15
BUGA,36,41
BUGA,37,5
BUGA,38,72
BUGA,39,20
BUGA,40,6
BUGA,41,195
BUGA,42,168
BUGA,43,160
BUGA,45,664
BUGA,46,568
BUGA,47,4857
BUGA,49,332
BUGA,50,17
BUGA,51,15
BUGA,52,173
BUGA,53,64
BUGA,55,413
BUGA,56,1913
BUGA,58,12
BUGA,59,12
BUGA,60,8
BUGA,61,142
BUGA,62,71
BUGA,63,23
BUGA,64,55
BUGA,65,50
BUGA,66,153
BUGA,68,254
BUGA,69,69
BUGA,70,130
BUGA,71,105
BUGA,72,5
BUGA,73,113
BUGA,74,76
BUGA,75,31
BUGA,77,92
BUGA,78,21
BUGA,79,167
BUGA,80,24
BUGA,81,60
BUGA,82,199
BUGA,84,22
BUGA,85,154
BUGA,86,210
BUGA,87,13
BUGA,88,15
BUGA,89,1
BUGA,90,81
BUGA,91,1
BUGA,92,57
BUGA,93,216
BUGA,94,1516
BUGA,95,131
BUGA,96,504
BUGA,97,1
BUGA,98,1
BUGA,99,315
BUGA,A0,3
BUGA,D1,1
BUGA,D2,1
BUGA,G5,7
BUGA,H5,8
BUGA,I6,1
BUGA,J6,2
BUGA,M8,1
BUGA,O9,2
BUGA,na,29
CALI,01,3401
CALI,02,157
CALI,03,103
CALI,05,123
CALI,06,1
CALI,07,124
CALI,08,217
CALI,09,27
CALI,10,5495
CALI,11,300
CALI,12,1
CALI,13,738
CALI,14,4385
CALI,15,1168
CALI,16,856
CALI,17,264
CALI,18,1165
CALI,19,33
CALI,20,1045
CALI,21,225
CALI,22,813
CALI,23,350
CALI,24,266
CALI,25,1701
CALI,26,143
CALI,27,191
CALI,28,507
CALI,29,253
CALI,30,47
CALI,31,1179
CALI,32,1653
CALI,33,2751
CALI,35,359
CALI,36,125
CALI,37,46
CALI,38,1315
CALI,39,150
CALI,41,3808
CALI,42,3456
CALI,43,5437
CALI,45,8957
CALI,46,13581
CALI,47,53095
CALI,49,3603
CALI,50,52
CALI,51,80
CALI,52,1323
CALI,53,936
CALI,55,1737
CALI,56,14836
CALI,58,547
CALI,59,523
CALI,60,116
CALI,61,1465
CALI,62,3134
CALI,63,758
CALI,64,1224
CALI,65,347
CALI,66,3612
CALI,68,9013
CALI,69,3160
CALI,70,5764
CALI,71,3392
CALI,72,241
CALI,73,2930
CALI,74,1816
CALI,75,560
CALI,77,1180
CALI,78,611
CALI,79,1963
CALI,80,677
CALI,81,1527
CALI,82,5442
CALI,84,214
CALI,85,3323
CALI,86,4753
CALI,87,338
CALI,88,283
CALI,90,1777
CALI,91,50
CALI,92,396
CALI,93,1541
CALI,94,12974
CALI,95,1899
CALI,96,9106
CALI,97,12
CALI,98,10
CALI,99,2910
CALI,A0,587
CALI,B0,45
CALI,C1,9
CALI,D1,101
CALI,D2,399
CALI,D3,75
CALI,E4,4
CALI,F4,225
CALI,G5,2306
CALI,H5,48
CALI,I6,286
CALI,J6,730
CALI,K7,411
CALI,L7,1
CALI,M8,80
CALI,N8,99
CALI,O9,220
CALI,na,5676
CARTAGENA,01,1537
CARTAGENA,02,91
CARTAGENA,03,294
CARTAGENA,05,11
CARTAGENA,06,5
CARTAGENA,07,12
CARTAGENA,08,86
CARTAGENA,09,32
CARTAGENA,10,1927
CARTAGENA,11,92
CARTAGENA,12,3
CARTAGENA,13,221
CARTAGENA,14,740
CARTAGENA,15,96
CARTAGENA,16,366
CARTAGENA,17,18
CARTAGENA,18,273
CARTAGENA,19,20
CARTAGENA,20,232
CARTAGENA,21,36
CARTAGENA,22,116
CARTAGENA,23,171
CARTAGENA,24,84
CARTAGENA,25,664
CARTAGENA,26,58
CARTAGENA,27,30
CARTAGENA,28,57
CARTAGENA,29,35
CARTAGENA,30,160
CARTAGENA,31,191
CARTAGENA,32,343
CARTAGENA,33,1410
CARTAGENA,35,174
CARTAGENA,36,70
CARTAGENA,37,19
CARTAGENA,38,512
CARTAGENA,39,122
CARTAGENA,40,1
CARTAGENA,41,1634
CARTAGENA,42,2858
CARTAGENA,43,2475
CARTAGENA,45,2609
CARTAGENA,46,4792
CARTAGENA,47,19689
CARTAGENA,49,2035
CARTAGENA,50,423
CARTAGENA,51,67
CARTAGENA,52,1078
CARTAGENA,53,232
CARTAGENA,55,2439
CARTAGENA,56,8035
CARTAGENA,58,135
CARTAGENA,59,235
CARTAGENA,60,56
CARTAGENA,61,558
CARTAGENA,62,829
CARTAGENA,63,179
CARTAGENA,64,397
CARTAGENA,65,83
CARTAGENA,66,787
CARTAGENA,67,5
CARTAGENA,68,4474
CARTAGENA,69,1516
